real_estate_sold,reward_per_nft,contract_value,remaining_supply,rmc,avidity,real_estate_per_month,date
6836,2.8274885237643247e-05,0.113099540950573,6893.573206017785,4.1015625e-09,1.0,18,2067-09
6837,2.827442135280732e-05,0.11309768541122929,6893.460108332374,4.1015625e-09,1.0,18,2067-09
6838,2.8273957475582e-05,0.113095829902328,6893.347012502471,4.1015625e-09,1.0,18,2067-09
6839,2.8273493605967164e-05,0.11309397442386866,6893.233918528048,4.1015625e-09,1.0,18,2067-09
6840,2.8273029743962693e-05,0.11309211897585077,6893.120826409072,4.1015625e-09,1.0,18,2067-09
6841,2.8272565889568457e-05,0.11309026355827383,6893.007736145513,4.1015625e-09,1.0,18,2067-09
6842,2.8272102042784327e-05,0.11308840817113731,6892.894647737342,4.1015625e-09,1.0,18,2067-09
6843,2.827163820361019e-05,0.11308655281444076,6892.781561184527,4.1015625e-09,1.0,18,2067-09
6844,2.827117437204591e-05,0.11308469748818364,6892.668476487039,4.1015625e-09,1.0,18,2067-09
6845,2.827071054809137e-05,0.11308284219236547,6892.555393644847,4.1015625e-09,1.0,18,2067-10
6846,2.827024673174644e-05,0.11308098692698576,6892.4423126579195,4.1015625e-09,1.0,18,2067-10
6847,2.8269782923010995e-05,0.11307913169204398,6892.329233526228,4.1015625e-09,1.0,18,2067-10
6848,2.8269319121884916e-05,0.11307727648753967,6892.21615624974,4.1015625e-09,1.0,18,2067-10
6849,2.8268855328368073e-05,0.1130754213134723,6892.103080828427,4.1015625e-09,1.0,18,2067-10
6850,2.826839154246034e-05,0.11307356616984136,6891.990007262257,4.1015625e-09,1.0,18,2067-10
6851,2.8267927764161596e-05,0.11307171105664639,6891.8769355512,4.1015625e-09,1.0,18,2067-10
6852,2.826746399347172e-05,0.11306985597388687,6891.763865695227,4.1015625e-09,1.0,18,2067-10
6853,2.8267000230390575e-05,0.1130680009215623,6891.650797694305,4.1015625e-09,1.0,18,2067-10
6854,2.8266536474918044e-05,0.11306614589967218,6891.537731548405,4.1015625e-09,1.0,18,2067-10
6855,2.8266072727054e-05,0.113064290908216,6891.424667257496,4.1015625e-09,1.0,18,2067-10
6856,2.826560898679832e-05,0.11306243594719328,6891.311604821549,4.1015625e-09,1.0,18,2067-10
6857,2.8265145254150882e-05,0.11306058101660353,6891.198544240532,4.1015625e-09,1.0,18,2067-10
6858,2.8264681529111553e-05,0.11305872611644621,6891.085485514415,4.1015625e-09,1.0,18,2067-10
6859,2.8264217811680217e-05,0.11305687124672087,6890.972428643168,4.1015625e-09,1.0,18,2067-10
6860,2.826375410185674e-05,0.11305501640742696,6890.859373626761,4.1015625e-09,1.0,18,2067-10
6861,2.826329039964101e-05,0.11305316159856404,6890.746320465163,4.1015625e-09,1.0,18,2067-10
6862,2.8262826705032892e-05,0.11305130682013156,6890.633269158343,4.1015625e-09,1.0,18,2067-10
6863,2.8262363018032262e-05,0.11304945207212905,6890.520219706271,4.1015625e-09,1.0,17,2067-11
6864,2.8261899338639e-05,0.113047597354556,6890.407172108917,4.1015625e-09,1.0,17,2067-11
6865,2.8261435666852975e-05,0.11304574266741191,6890.29412636625,4.1015625e-09,1.0,17,2067-11
6866,2.826097200267407e-05,0.11304388801069627,6890.181082478239,4.1015625e-09,1.0,17,2067-11
6867,2.8260508346102148e-05,0.11304203338440859,6890.068040444854,4.1015625e-09,1.0,17,2067-11
6868,2.8260044697137095e-05,0.11304017878854838,6889.955000266065,4.1015625e-09,1.0,17,2067-11
6869,2.825958105577878e-05,0.11303832422311512,6889.841961941842,4.1015625e-09,1.0,17,2067-11
6870,2.8259117422027083e-05,0.11303646968810833,6889.728925472154,4.1015625e-09,1.0,17,2067-11
6871,2.8258653795881877e-05,0.1130346151835275,6889.6158908569705,4.1015625e-09,1.0,17,2067-11
6872,2.825819017734304e-05,0.11303276070937215,6889.502858096261,4.1015625e-09,1.0,17,2067-11
6873,2.825772656641044e-05,0.11303090626564176,6889.389827189995,4.1015625e-09,1.0,17,2067-11
6874,2.8257262963083963e-05,0.11302905185233585,6889.276798138143,4.1015625e-09,1.0,17,2067-11
6875,2.8256799367363476e-05,0.1130271974694539,6889.163770940673,4.1015625e-09,1.0,17,2067-11
6876,2.8256335779248853e-05,0.11302534311699541,6889.050745597556,4.1015625e-09,1.0,17,2067-11
6877,2.8255872198739972e-05,0.1130234887949599,6888.937722108761,4.1015625e-09,1.0,17,2067-11
6878,2.8255408625836713e-05,0.11302163450334685,6888.824700474257,4.1015625e-09,1.0,17,2067-11
6879,2.825494506053894e-05,0.11301978024215577,6888.711680694015,4.1015625e-09,1.0,17,2067-11
6880,2.8254481502846544e-05,0.11301792601138617,6888.598662768003,4.1015625e-09,1.0,16,2067-12
6881,2.8254017952759384e-05,0.11301607181103754,6888.485646696192,4.1015625e-09,1.0,16,2067-12
6882,2.8253554410277346e-05,0.11301421764110939,6888.372632478551,4.1015625e-09,1.0,16,2067-12
6883,2.8253090875400306e-05,0.11301236350160122,6888.25962011505,4.1015625e-09,1.0,16,2067-12
6884,2.825262734812813e-05,0.11301050939251252,6888.146609605657,4.1015625e-09,1.0,16,2067-12
6885,2.8252163828460702e-05,0.11300865531384281,6888.0336009503435,4.1015625e-09,1.0,16,2067-12
6886,2.825170031639789e-05,0.11300680126559157,6887.920594149078,4.1015625e-09,1.0,16,2067-12
6887,2.8251236811939576e-05,0.11300494724775831,6887.8075892018305,4.1015625e-09,1.0,16,2067-12
6888,2.825077331508563e-05,0.11300309326034252,6887.694586108571,4.1015625e-09,1.0,16,2067-12
6889,2.825030982583593e-05,0.11300123930334373,6887.581584869267,4.1015625e-09,1.0,16,2067-12
6890,2.8249846344190352e-05,0.11299938537676141,6887.468585483891,4.1015625e-09,1.0,16,2067-12
6891,2.824938287014877e-05,0.11299753148059508,6887.35558795241,4.1015625e-09,1.0,16,2067-12
6892,2.8248919403711053e-05,0.1129956776148442,6887.242592274795,4.1015625e-09,1.0,16,2067-12
6893,2.8248455944877087e-05,0.11299382377950834,6887.129598451016,4.1015625e-09,1.0,16,2067-12
6894,2.8247992493646742e-05,0.11299196997458696,6887.016606481042,4.1015625e-09,1.0,16,2067-12
6895,2.8247529050019897e-05,0.1129901162000796,6886.903616364842,4.1015625e-09,1.0,16,2067-12
6896,1.4123532806998208e-05,0.056494131227992836,6886.847122233614,2.05078125e-09,1.0,16,2068-01
6897,1.4123416949893152e-05,0.05649366779957261,6886.790628565815,2.05078125e-09,1.0,16,2068-01
6898,1.4123301093738485e-05,0.05649320437495394,6886.734135361439,2.05078125e-09,1.0,16,2068-01
6899,1.41231852385342e-05,0.0564927409541368,6886.677642620485,2.05078125e-09,1.0,16,2068-01
6900,1.412306938428029e-05,0.05649227753712116,6886.621150342948,2.05078125e-09,1.0,16,2068-01
6901,1.4122953530976747e-05,0.05649181412390698,6886.564658528824,2.05078125e-09,1.0,16,2068-01
6902,1.4122837678623564e-05,0.05649135071449426,6886.50816717811,2.05078125e-09,1.0,16,2068-01
6903,1.4122721827220732e-05,0.05649088730888293,6886.451676290801,2.05078125e-09,1.0,16,2068-01
6904,1.4122605976768242e-05,0.05649042390707297,6886.395185866893,2.05078125e-09,1.0,16,2068-01
6905,1.4122490127266089e-05,0.05648996050906435,6886.338695906385,2.05078125e-09,1.0,16,2068-01
6906,1.4122374278714265e-05,0.05648949711485706,6886.28220640927,2.05078125e-09,1.0,16,2068-01
6907,1.4122258431112759e-05,0.056489033724451035,6886.225717375545,2.05078125e-09,1.0,16,2068-01
6908,1.4122142584461566e-05,0.05648857033784627,6886.169228805207,2.05078125e-09,1.0,16,2068-01
6909,1.4122026738760677e-05,0.05648810695504271,6886.112740698252,2.05078125e-09,1.0,16,2068-01
6910,1.4121910894010086e-05,0.056487643576040344,6886.056253054676,2.05078125e-09,1.0,16,2068-01
6911,1.4121795050209783e-05,0.05648718020083913,6885.999765874475,2.05078125e-09,1.0,16,2068-01
6912,1.2709511286623787e-05,0.05083804514649515,6885.948927829329,2.05078125e-09,0.9,17,2068-02
6913,1.270941745468499e-05,0.05083766981873996,6885.89809015951,2.05078125e-09,0.9,17,2068-02
6914,1.2709323623438938e-05,0.05083729449375575,6885.847252865015,2.05078125e-09,0.9,17,2068-02
6915,1.2709229792885624e-05,0.0508369191715425,6885.796415945844,2.05078125e-09,0.9,17,2068-02
6916,1.2709135963025043e-05,0.05083654385210017,6885.7455794019925,2.05078125e-09,0.9,17,2068-02
6917,1.2709042133857192e-05,0.05083616853542877,6885.694743233457,2.05078125e-09,0.9,17,2068-02
6918,1.2708948305382063e-05,0.05083579322152825,6885.643907440236,2.05078125e-09,0.9,17,2068-02
6919,1.2708854477599653e-05,0.05083541791039861,6885.593072022326,2.05078125e-09,0.9,17,2068-02
6920,1.2708760650509957e-05,0.050835042602039825,6885.542236979724,2.05078125e-09,0.9,17,2068-02
6921,1.2708666824112967e-05,0.05083466729645187,6885.491402312427,2.05078125e-09,0.9,17,2068-02
6922,1.2708572998408678e-05,0.05083429199363471,6885.440568020434,2.05078125e-09,0.9,17,2068-02
6923,1.2708479173397088e-05,0.05083391669358835,6885.38973410374,2.05078125e-09,0.9,17,2068-02
6924,1.270838534907819e-05,0.05083354139631276,6885.338900562344,2.05078125e-09,0.9,17,2068-02
6925,1.2708291525451981e-05,0.05083316610180793,6885.288067396242,2.05078125e-09,0.9,17,2068-02
6926,1.2708197702518454e-05,0.050832790810073816,6885.237234605432,2.05078125e-09,0.9,17,2068-02
6927,1.2708103880277602e-05,0.05083241552111041,6885.186402189911,2.05078125e-09,0.9,17,2068-02
6928,1.2708010058729426e-05,0.050832040234917705,6885.135570149676,2.05078125e-09,0.9,17,2068-02
6929,1.1295925544776812e-05,0.04518370217910725,6885.090386447497,2.05078125e-09,0.8,17,2068-03
6930,1.1295851415265425e-05,0.0451834056610617,6885.0452030418355,2.05078125e-09,0.8,17,2068-03
6931,1.1295777286240512e-05,0.04518310914496205,6885.0000199326905,2.05078125e-09,0.8,17,2068-03
6932,1.129570315770207e-05,0.04518281263080828,6884.95483712006,2.05078125e-09,0.8,17,2068-03
6933,1.1295629029650097e-05,0.045182516118600385,6884.909654603941,2.05078125e-09,0.8,17,2068-03
6934,1.129555490208459e-05,0.04518221960833836,6884.864472384333,2.05078125e-09,0.8,17,2068-03
6935,1.1295480775005545e-05,0.045181923100022184,6884.819290461232,2.05078125e-09,0.8,17,2068-03
6936,1.1295406648412959e-05,0.04518162659365184,6884.774108834638,2.05078125e-09,0.8,17,2068-03
6937,1.1295332522306828e-05,0.04518133008922731,6884.72892750455,2.05078125e-09,0.8,17,2068-03
6938,1.129525839668715e-05,0.045181033586748603,6884.683746470962,2.05078125e-09,0.8,17,2068-03
6939,1.1295184271553922e-05,0.04518073708621569,6884.638565733876,2.05078125e-09,0.8,17,2068-03
6940,1.129511014690714e-05,0.04518044058762856,6884.5933852932885,2.05078125e-09,0.8,17,2068-03
6941,1.1295036022746802e-05,0.04518014409098721,6884.548205149197,2.05078125e-09,0.8,17,2068-03
6942,1.1294961899072901e-05,0.0451798475962916,6884.503025301601,2.05078125e-09,0.8,17,2068-03
6943,1.129488777588544e-05,0.04517955110354176,6884.457845750498,2.05078125e-09,0.8,17,2068-03
6944,1.129481365318441e-05,0.04517925461273764,6884.412666495885,2.05078125e-09,0.8,17,2068-03
6945,1.1294739530969812e-05,0.045178958123879245,6884.367487537761,2.05078125e-09,0.8,17,2068-03
6946,9.882832233086434e-06,0.03953132893234573,6884.327956208828,2.05078125e-09,0.7000000000000001,18,2068-04
6947,9.88277548401072e-06,0.039531101936042874,6884.288425106893,2.05078125e-09,0.7000000000000001,18,2068-04
6948,9.882718735260872e-06,0.03953087494104349,6884.248894231951,2.05078125e-09,0.7000000000000001,18,2068-04
6949,9.882661986836883e-06,0.039530647947347536,6884.209363584004,2.05078125e-09,0.7000000000000001,18,2068-04
6950,9.882605238738755e-06,0.03953042095495502,6884.169833163049,2.05078125e-09,0.7000000000000001,18,2068-04
6951,9.882548490966485e-06,0.039530193963865944,6884.130302969084,2.05078125e-09,0.7000000000000001,18,2068-04
6952,9.882491743520072e-06,0.03952996697408029,6884.09077300211,2.05078125e-09,0.7000000000000001,18,2068-04
6953,9.882434996399513e-06,0.039529739985598056,6884.051243262124,2.05078125e-09,0.7000000000000001,18,2068-04
6954,9.882378249604808e-06,0.03952951299841923,6884.011713749126,2.05078125e-09,0.7000000000000001,18,2068-04
6955,9.882321503135952e-06,0.03952928601254381,6883.972184463114,2.05078125e-09,0.7000000000000001,18,2068-04
6956,9.882264756992947e-06,0.03952905902797179,6883.932655404086,2.05078125e-09,0.7000000000000001,18,2068-04
6957,9.882208011175789e-06,0.03952883204470315,6883.893126572041,2.05078125e-09,0.7000000000000001,18,2068-04
6958,9.882151265684474e-06,0.03952860506273789,6883.853597966979,2.05078125e-09,0.7000000000000001,18,2068-04
6959,9.882094520519004e-06,0.039528378082076016,6883.814069588897,2.05078125e-09,0.7000000000000001,18,2068-04
6960,9.882037775679374e-06,0.03952815110271749,6883.774541437794,2.05078125e-09,0.7000000000000001,18,2068-04
6961,9.881981031165582e-06,0.03952792412466233,6883.735013513669,2.05078125e-09,0.7000000000000001,18,2068-04
6962,9.88192428697763e-06,0.039527697147910525,6883.695485816522,2.05078125e-09,0.7000000000000001,18,2068-04
6963,9.881867543115514e-06,0.039527470172462054,6883.6559583463495,2.05078125e-09,0.7000000000000001,18,2068-04
6964,8.470123542496486e-06,0.033880494169985946,6883.622077852179,2.05078125e-09,0.6000000000000001,18,2068-05
6965,8.470081853607173e-06,0.033880327414428694,6883.588197524765,2.05078125e-09,0.6000000000000001,18,2068-05
6966,8.47004016492305e-06,0.0338801606596922,6883.554317364105,2.05078125e-09,0.6000000000000001,18,2068-05
6967,8.469998476444115e-06,0.03387999390577646,6883.5204373702,2.05078125e-09,0.6000000000000001,18,2068-05
6968,8.469956788170364e-06,0.03387982715268146,6883.486557543048,2.05078125e-09,0.6000000000000001,18,2068-05
6969,8.469915100101797e-06,0.03387966040040719,6883.452677882648,2.05078125e-09,0.6000000000000001,18,2068-05
6970,8.469873412238414e-06,0.03387949364895366,6883.418798388999,2.05078125e-09,0.6000000000000001,18,2068-05
6971,8.469831724580214e-06,0.033879326898320856,6883.3849190621,2.05078125e-09,0.6000000000000001,18,2068-05
6972,8.469790037127195e-06,0.03387916014850878,6883.3510399019515,2.05078125e-09,0.6000000000000001,18,2068-05
6973,8.469748349879355e-06,0.03387899339951742,6883.317160908552,2.05078125e-09,0.6000000000000001,18,2068-05
6974,8.469706662836696e-06,0.03387882665134678,6883.2832820819,2.05078125e-09,0.6000000000000001,18,2068-05
6975,8.469664975999214e-06,0.033878659903996855,6883.249403421996,2.05078125e-09,0.6000000000000001,18,2068-05
6976,8.46962328936691e-06,0.03387849315746764,6883.215524928839,2.05078125e-09,0.6000000000000001,18,2068-05
6977,8.469581602939782e-06,0.03387832641175913,6883.1816466024275,2.05078125e-09,0.6000000000000001,18,2068-05
6978,8.469539916717832e-06,0.03387815966687133,6883.147768442761,2.05078125e-09,0.6000000000000001,18,2068-05
6979,8.469498230701055e-06,0.03387799292280422,6883.113890449838,2.05078125e-09,0.6000000000000001,18,2068-05
6980,8.46945654488945e-06,0.0338778261795578,6883.080012623659,2.05078125e-09,0.6000000000000001,18,2068-05
6981,8.46941485928302e-06,0.03387765943713208,6883.046134964222,2.05078125e-09,0.6000000000000001,18,2068-05
6982,9.880935369528716e-06,0.03952374147811486,6883.006611222744,2.05078125e-09,0.7000000000000001,17,2068-06
6983,9.88087863134515e-06,0.0395235145253806,6882.967087708219,2.05078125e-09,0.7000000000000001,17,2068-06
6984,9.880821893487384e-06,0.03952328757394954,6882.9275644206455,2.05078125e-09,0.7000000000000001,17,2068-06
6985,9.88076515595542e-06,0.03952306062382168,6882.888041360022,2.05078125e-09,0.7000000000000001,17,2068-06
6986,9.88070841874925e-06,0.039522833674997,6882.848518526347,2.05078125e-09,0.7000000000000001,17,2068-06
6987,9.880651681868878e-06,0.03952260672747551,6882.8089959196195,2.05078125e-09,0.7000000000000001,17,2068-06
6988,9.880594945314297e-06,0.03952237978125719,6882.769473539838,2.05078125e-09,0.7000000000000001,17,2068-06
6989,9.88053820908551e-06,0.039522152836342035,6882.729951387002,2.05078125e-09,0.7000000000000001,17,2068-06
6990,9.880481473182512e-06,0.03952192589273005,6882.6904294611095,2.05078125e-09,0.7000000000000001,17,2068-06
6991,9.880424737605305e-06,0.03952169895042122,6882.6509077621595,2.05078125e-09,0.7000000000000001,17,2068-06
6992,9.880368002353881e-06,0.039521472009415526,6882.61138629015,2.05078125e-09,0.7000000000000001,17,2068-06
6993,9.880311267428243e-06,0.039521245069712975,6882.571865045081,2.05078125e-09,0.7000000000000001,17,2068-06
6994,9.880254532828388e-06,0.03952101813131355,6882.532344026949,2.05078125e-09,0.7000000000000001,17,2068-06
6995,9.880197798554312e-06,0.039520791194217246,6882.492823235755,2.05078125e-09,0.7000000000000001,17,2068-06
6996,9.880141064606016e-06,0.03952056425842406,6882.453302671497,2.05078125e-09,0.7000000000000001,17,2068-06
6997,9.880084330983496e-06,0.039520337323933986,6882.413782334173,2.05078125e-09,0.7000000000000001,17,2068-06
6998,9.880027597686753e-06,0.039520110390747015,6882.374262223782,2.05078125e-09,0.7000000000000001,17,2068-06
6999,1.1291395273960892e-05,0.045165581095843566,6882.329096642687,2.05078125e-09,0.8,18,2068-07
7000,1.1291321174179407e-05,0.04516528469671763,6882.28393135799,2.05078125e-09,0.8,18,2068-07
7001,1.1291247074884202e-05,0.04516498829953681,6882.23876636969,2.05078125e-09,0.8,18,2068-07
7002,1.1291172976075272e-05,0.04516469190430109,6882.193601677785,2.05078125e-09,0.8,18,2068-07
7003,1.1291098877752615e-05,0.04516439551101046,6882.148437282274,2.05078125e-09,0.8,18,2068-07
7004,1.129102477991623e-05,0.045164099119664916,6882.103273183155,2.05078125e-09,0.8,18,2068-07
7005,1.1290950682566112e-05,0.04516380273026445,6882.058109380424,2.05078125e-09,0.8,18,2068-07
7006,1.1290876585702258e-05,0.04516350634280903,6882.012945874081,2.05078125e-09,0.8,18,2068-07
7007,1.1290802489324663e-05,0.04516320995729865,6881.967782664124,2.05078125e-09,0.8,18,2068-07
7008,1.1290728393433328e-05,0.04516291357373331,6881.9226197505495,2.05078125e-09,0.8,18,2068-07
7009,1.1290654298028245e-05,0.04516261719211298,6881.877457133357,2.05078125e-09,0.8,18,2068-07
7010,1.1290580203109414e-05,0.04516232081243766,6881.832294812544,2.05078125e-09,0.8,18,2068-07
7011,1.129050610867683e-05,0.04516202443470732,6881.787132788109,2.05078125e-09,0.8,18,2068-07
7012,1.1290432014730491e-05,0.04516172805892196,6881.741971060051,2.05078125e-09,0.8,18,2068-07
7013,1.1290357921270396e-05,0.045161431685081584,6881.696809628365,2.05078125e-09,0.8,18,2068-07
7014,1.1290283828296536e-05,0.04516113531318614,6881.651648493053,2.05078125e-09,0.8,18,2068-07
7015,1.1290209735808914e-05,0.04516083894323566,6881.6064876541095,2.05078125e-09,0.8,18,2068-07
7016,1.1290135643807522e-05,0.045160542575230084,6881.561327111534,2.05078125e-09,0.8,18,2068-07
7017,9.878803858255816e-06,0.03951521543302326,6881.521811896101,2.05078125e-09,0.7000000000000001,18,2068-08
7018,9.878747132311785e-06,0.03951498852924714,6881.482296907572,2.05078125e-09,0.7000000000000001,18,2068-08
7019,9.878690406693488e-06,0.039514761626773955,6881.442782145946,2.05078125e-09,0.7000000000000001,18,2068-08
7020,9.878633681400919e-06,0.03951453472560368,6881.40326761122,2.05078125e-09,0.7000000000000001,18,2068-08
7021,9.878576956434076e-06,0.039514307825736304,6881.363753303394,2.05078125e-09,0.7000000000000001,18,2068-08
7022,9.878520231792958e-06,0.03951408092717183,6881.324239222467,2.05078125e-09,0.7000000000000001,18,2068-08
7023,9.878463507477567e-06,0.03951385402991027,6881.284725368438,2.05078125e-09,0.7000000000000001,18,2068-08
7024,9.878406783487893e-06,0.039513627133951575,6881.245211741304,2.05078125e-09,0.7000000000000001,18,2068-08
7025,9.878350059823941e-06,0.03951340023929577,6881.205698341065,2.05078125e-09,0.7000000000000001,18,2068-08
7026,9.878293336485708e-06,0.03951317334594283,6881.166185167719,2.05078125e-09,0.7000000000000001,18,2068-08
7027,9.87823661347319e-06,0.039512946453892764,6881.126672221265,2.05078125e-09,0.7000000000000001,18,2068-08
7028,9.878179890786386e-06,0.039512719563145546,6881.0871595017015,2.05078125e-09,0.7000000000000001,18,2068-08
7029,9.878123168425294e-06,0.039512492673701174,6881.047647009028,2.05078125e-09,0.7000000000000001,18,2068-08
7030,9.878066446389912e-06,0.03951226578555965,6881.008134743242,2.05078125e-09,0.7000000000000001,18,2068-08
7031,9.878009724680241e-06,0.039512038898720965,6880.968622704344,2.05078125e-09,0.7000000000000001,18,2068-08
7032,9.877953003296275e-06,0.0395118120131851,6880.929110892331,2.05078125e-09,0.7000000000000001,18,2068-08
7033,9.877896282238013e-06,0.03951158512895205,6880.889599307202,2.05078125e-09,0.7000000000000001,18,2068-08
7034,9.877839561505456e-06,0.039511358246021824,6880.850087948956,2.05078125e-09,0.7000000000000001,18,2068-08
7035,1.1288894675541256e-05,0.04515557870216502,6880.8049323702535,2.05078125e-09,0.8,17,2068-09
7036,1.1288820592169947e-05,0.045155282368679786,6880.759777087885,2.05078125e-09,0.8,17,2068-09
7037,1.128874650928481e-05,0.045154986037139244,6880.714622101847,2.05078125e-09,0.8,17,2068-09
7038,1.1288672426885843e-05,0.04515468970754337,6880.66946741214,2.05078125e-09,0.8,17,2068-09
7039,1.1288598344973042e-05,0.04515439337989217,6880.62431301876,2.05078125e-09,0.8,17,2068-09
7040,1.1288524263546403e-05,0.04515409705418561,6880.579158921706,2.05078125e-09,0.8,17,2068-09
7041,1.1288450182605925e-05,0.045153800730423695,6880.534005120976,2.05078125e-09,0.8,17,2068-09
7042,1.12883761021516e-05,0.0451535044086064,6880.488851616567,2.05078125e-09,0.8,17,2068-09
7043,1.128830202218343e-05,0.04515320808873372,6880.443698408479,2.05078125e-09,0.8,17,2068-09
7044,1.1288227942701409e-05,0.04515291177080564,6880.398545496708,2.05078125e-09,0.8,17,2068-09
7045,1.1288153863705535e-05,0.04515261545482214,6880.353392881253,2.05078125e-09,0.8,17,2068-09
7046,1.1288079785195805e-05,0.04515231914078322,6880.308240562113,2.05078125e-09,0.8,17,2068-09
7047,1.1288005707172215e-05,0.04515202282868886,6880.263088539284,2.05078125e-09,0.8,17,2068-09
7048,1.128793162963476e-05,0.04515172651853904,6880.217936812765,2.05078125e-09,0.8,17,2068-09
7049,1.1287857552583444e-05,0.04515143021033378,6880.172785382555,2.05078125e-09,0.8,17,2068-09
7050,1.1287783476018255e-05,0.04515113390407302,6880.127634248651,2.05078125e-09,0.8,17,2068-09
7051,1.1287709399939191e-05,0.045150837599756764,6880.082483411051,2.05078125e-09,0.8,17,2068-09
7052,1.2698589739889536e-05,0.050794358959558146,6880.031689052092,2.05078125e-09,0.9,18,2068-10
7053,1.2698495988582473e-05,0.050793983954329894,6879.980895068137,2.05078125e-09,0.9,18,2068-10
7054,1.2698402237967558e-05,0.05079360895187023,6879.930101459186,2.05078125e-09,0.9,18,2068-10
7055,1.2698308488044786e-05,0.05079323395217914,6879.879308225233,2.05078125e-09,0.9,18,2068-10
7056,1.269821473881415e-05,0.050792858955256606,6879.828515366278,2.05078125e-09,0.9,18,2068-10
7057,1.2698120990275649e-05,0.05079248396110259,6879.777722882317,2.05078125e-09,0.9,18,2068-10
7058,1.2698027242429276e-05,0.0507921089697171,6879.726930773348,2.05078125e-09,0.9,18,2068-10
7059,1.2697933495275026e-05,0.0507917339811001,6879.676139039367,2.05078125e-09,0.9,18,2068-10
7060,1.2697839748812893e-05,0.05079135899525157,6879.625347680371,2.05078125e-09,0.9,18,2068-10
7061,1.269774600304287e-05,0.05079098401217148,6879.574556696359,2.05078125e-09,0.9,18,2068-10
7062,1.2697652257964959e-05,0.050790609031859835,6879.523766087327,2.05078125e-09,0.9,18,2068-10
7063,1.2697558513579148e-05,0.05079023405431659,6879.472975853273,2.05078125e-09,0.9,18,2068-10
7064,1.2697464769885435e-05,0.05078985907954174,6879.422185994194,2.05078125e-09,0.9,18,2068-10
7065,1.2697371026883813e-05,0.050789484107535254,6879.371396510086,2.05078125e-09,0.9,18,2068-10
7066,1.2697277284574278e-05,0.05078910913829711,6879.320607400948,2.05078125e-09,0.9,18,2068-10
7067,1.2697183542956826e-05,0.050788734171827304,6879.269818666776,2.05078125e-09,0.9,18,2068-10
7068,1.269708980203145e-05,0.0507883592081258,6879.219030307568,2.05078125e-09,0.9,18,2068-10
7069,1.2696996061798146e-05,0.05078798424719259,6879.168242323321,2.05078125e-09,0.9,18,2068-10
7070,1.1286135397561698e-05,0.04514454159024679,6879.12309778173,2.05078125e-09,0.8,18,2068-11
7071,1.128606133229815e-05,0.0451442453291926,6879.077953536401,2.05078125e-09,0.8,18,2068-11
7072,1.1285987267520656e-05,0.04514394907008262,6879.032809587331,2.05078125e-09,0.8,18,2068-11
7073,1.1285913203229213e-05,0.04514365281291685,6878.987665934518,2.05078125e-09,0.8,18,2068-11
7074,1.1285839139423818e-05,0.045143356557695274,6878.9425225779605,2.05078125e-09,0.8,18,2068-11
7075,1.1285765076104466e-05,0.045143060304417865,6878.897379517656,2.05078125e-09,0.8,18,2068-11
7076,1.1285691013271154e-05,0.045142764053084615,6878.852236753603,2.05078125e-09,0.8,18,2068-11
7077,1.1285616950923879e-05,0.04514246780369552,6878.807094285799,2.05078125e-09,0.8,18,2068-11
7078,1.128554288906264e-05,0.04514217155625056,6878.761952114243,2.05078125e-09,0.8,18,2068-11
7079,1.1285468827687431e-05,0.04514187531074972,6878.716810238932,2.05078125e-09,0.8,18,2068-11
7080,1.1285394766798248e-05,0.045141579067192995,6878.671668659865,2.05078125e-09,0.8,18,2068-11
7081,1.128532070639509e-05,0.04514128282558036,6878.62652737704,2.05078125e-09,0.8,18,2068-11
7082,1.1285246646477955e-05,0.04514098658591182,6878.581386390454,2.05078125e-09,0.8,18,2068-11
7083,1.1285172587046838e-05,0.04514069034818735,6878.536245700106,2.05078125e-09,0.8,18,2068-11
7084,1.1285098528101735e-05,0.04514039411240694,6878.491105305993,2.05078125e-09,0.8,18,2068-11
7085,1.1285024469642646e-05,0.04514009787857058,6878.445965208115,2.05078125e-09,0.8,18,2068-11
7086,1.1284950411669564e-05,0.04513980164667825,6878.400825406468,2.05078125e-09,0.8,18,2068-11
7087,1.1284876354182487e-05,0.045139505416729946,6878.355685901051,2.05078125e-09,0.8,18,2068-11
7088,9.874202010033735e-06,0.03949680804013494,6878.316189093011,2.05078125e-09,0.7000000000000001,19,2068-12
7089,9.874145310514381e-06,0.03949658124205752,6878.276692511769,2.05078125e-09,0.7000000000000001,19,2068-12
7090,9.874088611320607e-06,0.039496354445282426,6878.237196157324,2.05078125e-09,0.7000000000000001,19,2068-12
7091,9.87403191245241e-06,0.039496127649809636,6878.197700029675,2.05078125e-09,0.7000000000000001,19,2068-12
7092,9.873975213909786e-06,0.03949590085563914,6878.158204128819,2.05078125e-09,0.7000000000000001,19,2068-12
7093,9.873918515692738e-06,0.03949567406277095,6878.118708454756,2.05078125e-09,0.7000000000000001,19,2068-12
7094,9.873861817801261e-06,0.03949544727120505,6878.079213007485,2.05078125e-09,0.7000000000000001,19,2068-12
7095,9.873805120235355e-06,0.03949522048094142,6878.0397177870045,2.05078125e-09,0.7000000000000001,19,2068-12
7096,9.873748422995016e-06,0.03949499369198006,6878.000222793313,2.05078125e-09,0.7000000000000001,19,2068-12
7097,9.873691726080244e-06,0.03949476690432098,6877.960728026408,2.05078125e-09,0.7000000000000001,19,2068-12
