real_estate_sold,reward_per_nft,contract_value,remaining_supply,rmc,avidity,real_estate_per_month,date
156,2.016551641118972,8066.206564475888,4259767.954533878,2.1e-06,0.225,8,2028-08
157,2.012740358517257,8050.961434069029,4251716.993099809,2.1e-06,0.225,8,2028-08
158,2.0089362792396592,8035.745116958637,4243681.24798285,2.1e-06,0.225,8,2028-08
159,2.0051393896718968,8020.557558687587,4235660.690424163,2.1e-06,0.225,8,2028-08
160,2.001349676225417,8005.398704901667,4227655.291719262,2.1e-06,0.225,8,2028-08
161,1.997567125337351,7990.268501349404,4219665.023217912,2.1e-06,0.225,8,2028-08
162,1.9937917234704634,7975.166893881854,4211689.85632403,2.1e-06,0.225,8,2028-08
163,0.8844548698280463,3537.819479312185,4208152.036844718,2.1e-06,0.1,8,2028-09
164,0.8837119277373908,3534.8477109495634,4204617.189133769,2.1e-06,0.1,8,2028-09
165,0.8829696097180915,3531.8784388723657,4201085.310694897,2.1e-06,0.1,8,2028-09
166,0.8822279152459283,3528.911660983713,4197556.399033912,2.1e-06,0.1,8,2028-09
167,0.8814868437971216,3525.9473751884866,4194030.451658724,2.1e-06,0.1,8,2028-09
168,0.880746394848332,3522.985579393328,4190507.4660793305,2.1e-06,0.1,8,2028-09
169,0.8800065678766593,3520.0262715066374,4186987.439807824,2.1e-06,0.1,8,2028-09
170,0.8792673623596429,3517.0694494385716,4183470.370358385,2.1e-06,0.1,8,2028-09
171,0.8785287777752608,3514.1151111010436,4179956.255247284,2.1e-06,0.1,8,2028-10
172,0.8777908136019296,3511.1632544077183,4176445.0919928765,2.1e-06,0.1,8,2028-10
173,0.877053469318504,3508.2138772740163,4172936.8781156023,2.1e-06,0.1,8,2028-10
174,0.8763167444042765,3505.266977617106,4169431.6111379853,2.1e-06,0.1,8,2028-10
175,0.8755806383389768,3502.322553355907,4165929.2885846295,2.1e-06,0.1,8,2028-10
176,0.8748451506027721,3499.3806024110886,4162429.9079822185,2.1e-06,0.1,8,2028-10
177,0.8741102806762658,3496.441122705063,4158933.4668595134,2.1e-06,0.1,8,2028-10
178,0.8733760280404979,3493.5041121619915,4155439.9627473513,2.1e-06,0.1,8,2028-10
179,0.8726423921769437,3490.569568707775,4151949.3931786437,2.1e-06,0.1,10,2028-11
180,0.8719093725675151,3487.6374902700604,4148461.7556883735,2.1e-06,0.1,10,2028-11
181,0.8711769686945584,3484.7078747782334,4144977.0478135953,2.1e-06,0.1,10,2028-11
182,0.8704451800408549,3481.7807201634196,4141495.2670934317,2.1e-06,0.1,10,2028-11
183,0.8697140060896207,3478.856024358483,4138016.4110690732,2.1e-06,0.1,10,2028-11
184,0.8689834463245053,3475.933785298021,4134540.4772837753,2.1e-06,0.1,10,2028-11
185,0.8682535002295927,3473.0140009183706,4131067.463282857,2.1e-06,0.1,10,2028-11
186,0.8675241672894001,3470.0966691576004,4127597.3666136996,2.1e-06,0.1,10,2028-11
187,0.8667954469888768,3467.181787955507,4124130.184825744,2.1e-06,0.1,10,2028-11
188,0.8660673388134061,3464.269355253625,4120665.91547049,2.1e-06,0.1,10,2028-11
189,0.8653398422488028,3461.3593689952113,4117204.556101495,2.1e-06,0.1,10,2028-12
190,0.8646129567813139,3458.4518271252555,4113746.10427437,2.1e-06,0.1,10,2028-12
191,0.8638866818976176,3455.5467275904707,4110290.5575467795,2.1e-06,0.1,10,2028-12
192,0.8631610170848236,3452.6440683392943,4106837.91347844,2.1e-06,0.1,10,2028-12
193,0.8624359618304723,3449.7438473218895,4103388.1696311184,2.1e-06,0.1,10,2028-12
194,0.8617115156225348,3446.846062490139,4099941.323568628,2.1e-06,0.1,10,2028-12
195,0.8609876779494119,3443.9507117976477,4096497.3728568307,2.1e-06,0.1,10,2028-12
196,0.8602644482999344,3441.0577931997377,4093056.315063631,2.1e-06,0.1,10,2028-12
197,0.8595418261633626,3438.1673046534506,4089618.1477589775,2.1e-06,0.1,10,2028-12
198,0.8588198110293853,3435.279244117541,4086182.86851486,2.1e-06,0.1,10,2028-12
199,1.716196804776241,6864.787219104964,4079318.081295755,2.1e-06,0.19999999999999998,9,2029-01
200,1.7133135941442168,6853.254376576867,4072464.8269191785,2.1e-06,0.19999999999999998,9,2029-01
201,1.7104352273060548,6841.740909224219,4065623.086009954,2.1e-06,0.19999999999999998,9,2029-01
202,1.7075616961241804,6830.246784496721,4058792.8392254575,2.1e-06,0.19999999999999998,9,2029-01
203,1.7046929924746919,6818.771969898768,4051974.067255559,2.1e-06,0.19999999999999998,9,2029-01
204,1.7018291082473345,6807.316432989338,4045166.7508225697,2.1e-06,0.19999999999999998,9,2029-01
205,1.6989700353454789,6795.880141381916,4038370.8706811876,2.1e-06,0.19999999999999998,9,2029-01
206,1.6961157656860986,6784.463062744394,4031586.407618443,2.1e-06,0.19999999999999998,9,2029-01
207,1.6932662911997456,6773.065164798983,4024813.342453644,2.1e-06,0.19999999999999998,9,2029-01
208,1.6904216038305302,6761.68641532212,4018051.656038322,2.1e-06,0.19999999999999998,10,2029-02
209,1.687581695536095,6750.32678214438,4011301.3292561774,2.1e-06,0.19999999999999998,10,2029-02
210,1.6847465582875942,6738.986233150377,4004562.343023027,2.1e-06,0.19999999999999998,10,2029-02
211,1.681916184069671,6727.664736278684,3997834.678286748,2.1e-06,0.19999999999999998,10,2029-02
212,1.679090564880434,6716.362259521736,3991118.3160272264,2.1e-06,0.19999999999999998,10,2029-02
213,1.6762696927314347,6705.078770925738,3984413.2372563006,2.1e-06,0.19999999999999998,10,2029-02
214,1.673453559647646,6693.814238590584,3977719.42301771,2.1e-06,0.19999999999999998,10,2029-02
215,1.670642157667438,6682.568630669752,3971036.8543870403,2.1e-06,0.19999999999999998,10,2029-02
216,1.6678354788425567,6671.341915370227,3964365.51247167,2.1e-06,0.19999999999999998,10,2029-02
217,1.665033515238101,6660.134060952404,3957705.3784107175,2.1e-06,0.19999999999999998,10,2029-02
218,1.662236258932501,6648.945035730004,3951056.4333749874,2.1e-06,0.19999999999999998,9,2029-03
219,1.6594437020174946,6637.7748080699785,3944418.6585669173,2.1e-06,0.19999999999999998,9,2029-03
220,1.656655836598105,6626.62334639242,3937792.0352205248,2.1e-06,0.19999999999999998,9,2029-03
221,1.6538726547926201,6615.49061917048,3931176.5446013543,2.1e-06,0.19999999999999998,9,2029-03
222,1.6510941487325688,6604.376594930275,3924572.168006424,2.1e-06,0.19999999999999998,9,2029-03
223,1.6483203105626976,6593.2812422507905,3917978.886764173,2.1e-06,0.19999999999999998,9,2029-03
224,1.6455511324409524,6582.20452976381,3911396.6822344093,2.1e-06,0.19999999999999998,9,2029-03
225,1.6427866065384515,6571.146426153806,3904825.5358082554,2.1e-06,0.19999999999999998,9,2029-03
226,1.640026725039467,6560.106900157867,3898265.4289080976,2.1e-06,0.19999999999999998,9,2029-03
227,4.093178700353502,16372.71480141401,3881892.7141066836,2.1e-06,0.5,7,2029-04
228,4.075987349812017,16303.94939924807,3865588.7647074354,2.1e-06,0.5,7,2029-04
229,4.058868202942807,16235.472811771227,3849353.2918956643,2.1e-06,0.5,7,2029-04
230,4.041820956490447,16167.28382596179,3833186.0080697024,2.1e-06,0.5,7,2029-04
231,4.024845308473187,16099.38123389275,3817086.6268358096,2.1e-06,0.5,7,2029-04
232,4.0079409581776,16031.7638327104,3801054.8630030993,2.1e-06,0.5,7,2029-04
233,3.9911076061532538,15964.430424613016,3785090.4325784864,2.1e-06,0.5,7,2029-04
234,3.9743449542074103,15897.379816829642,3769193.0527616567,2.1e-06,0.5,9,2029-05
235,3.957652705399739,15830.610821598955,3753362.4419400576,2.1e-06,0.5,9,2029-05
236,3.94103056403706,15764.122256148241,3737598.3196839094,2.1e-06,0.5,9,2029-05
237,3.9244782356681047,15697.91294267242,3721900.406741237,2.1e-06,0.5,9,2029-05
238,3.907995427078298,15631.981708313193,3706268.4250329235,2.1e-06,0.5,9,2029-05
239,3.891581846284569,15566.327385138276,3690702.097647785,2.1e-06,0.5,9,2029-05
240,3.8752372025301742,15500.948810120697,3675201.1488376646,2.1e-06,0.5,9,2029-05
241,3.8589612062795475,15435.84482511819,3659765.3040125463,2.1e-06,0.5,9,2029-05
242,3.842753569213173,15371.014276852693,3644394.2897356935,2.1e-06,0.5,9,2029-05
243,0.7653228008444956,3061.291203377982,3641332.9985323157,2.1e-06,0.1,10,2029-06
244,0.7646799296917863,3058.7197187671454,3638274.2788135484,2.1e-06,0.1,10,2029-06
245,0.7640375985508451,3056.1503942033805,3635218.128419345,2.1e-06,0.1,10,2029-06
246,0.7633958069680624,3053.5832278722496,3632164.5451914724,2.1e-06,0.1,10,2029-06
247,0.7627545544902091,3051.0182179608364,3629113.5269735116,2.1e-06,0.1,10,2029-06
248,0.7621138406644374,3048.45536265775,3626065.071610854,2.1e-06,0.1,10,2029-06
249,0.7614736650382793,3045.894660153117,3623019.176950701,2.1e-06,0.1,10,2029-06
250,0.7608340271596472,3043.336108638589,3619975.8408420626,2.1e-06,0.1,10,2029-06
251,0.7601949265768332,3040.7797063073326,3616935.0611357554,2.1e-06,0.1,10,2029-06
252,0.7595563628385086,3038.2254513540342,3613896.8356844014,2.1e-06,0.1,10,2029-06
253,0.7589183354937243,3035.6733419748975,3610861.1623424264,2.1e-06,0.1,12,2029-07
254,0.7582808440919095,3033.1233763676382,3607828.0389660588,2.1e-06,0.1,12,2029-07
255,0.7576438881828723,3030.575552731489,3604797.4634133275,2.1e-06,0.1,12,2029-07
256,0.7570074673167988,3028.0298692671954,3601769.43354406,2.1e-06,0.1,12,2029-07
257,0.7563715810442526,3025.4863241770104,3598743.947219883,2.1e-06,0.1,12,2029-07
258,0.7557362289161754,3022.9449156647015,3595721.0023042182,2.1e-06,0.1,12,2029-07
259,0.7551014104838858,3020.4056419355434,3592700.5966622825,2.1e-06,0.1,12,2029-07
260,0.7544671252990793,3017.8685011963175,3589682.7281610863,2.1e-06,0.1,12,2029-07
261,0.753833372913828,3015.333491655312,3586667.394669431,2.1e-06,0.1,12,2029-07
262,0.7532001528805804,3012.8006115223216,3583654.5940579083,2.1e-06,0.1,12,2029-07
263,0.7525674647521607,3010.269859008643,3580644.3241989,2.1e-06,0.1,12,2029-07
264,0.751935308081769,3007.741232327076,3577636.5829665726,2.1e-06,0.1,12,2029-07
265,0.7513036824229802,3005.2147296919206,3574631.3682368807,2.1e-06,0.1,11,2029-08
266,0.750672587329745,3002.6903493189798,3571628.6778875617,2.1e-06,0.1,11,2029-08
267,0.750042022356388,3000.168089425552,3568628.509798136,2.1e-06,0.1,11,2029-08
268,0.7494119870576086,2997.6479482304344,3565630.8618499055,2.1e-06,0.1,11,2029-08
269,0.7487824809884801,2995.1299239539203,3562635.7319259513,2.1e-06,0.1,11,2029-08
270,0.7481535037044498,2992.614014817799,3559643.1179111334,2.1e-06,0.1,11,2029-08
271,0.747525054761338,2990.100219045352,3556653.017692088,2.1e-06,0.1,11,2029-08
272,0.7468971337153385,2987.588534861354,3553665.429157227,2.1e-06,0.1,11,2029-08
273,0.7462697401230176,2985.0789604920706,3550680.3501967345,2.1e-06,0.1,11,2029-08
274,0.7456428735413142,2982.571494165257,3547697.778702569,2.1e-06,0.1,11,2029-08
