real_estate_sold,reward_per_nft,contract_value,remaining_supply,rmc,avidity,real_estate_per_month,date
3292,0.0006377777333175231,2.5511109332700923,194367.8057096452,3.28125e-08,0.1,12,2054-03
3293,0.0006377693624847734,2.5510774499390934,194365.25463219528,3.28125e-08,0.1,12,2054-03
3294,0.0006377609917618907,2.551043967047563,194362.70358822824,3.28125e-08,0.1,12,2054-03
3295,0.0006377526211488739,2.5510104845954955,194360.15257774363,3.28125e-08,0.1,12,2054-03
3296,0.0006377442506457213,2.550977002582885,194357.60160074104,3.28125e-08,0.1,12,2054-03
3297,0.0006377358802524316,2.550943521009726,194355.05065722004,3.28125e-08,0.1,12,2054-03
3298,0.0006377275099690033,2.550910039876013,194352.49974718018,3.28125e-08,0.1,12,2054-03
3299,0.0006377191397954349,2.5508765591817397,194349.94887062098,3.28125e-08,0.1,12,2054-03
3300,0.0006377107697317251,2.5508430789269,194347.39802754205,3.28125e-08,0.1,12,2054-03
3301,0.0006377023997778722,2.550809599111489,194344.84721794294,3.28125e-08,0.1,12,2054-03
3302,0.0006376940299338752,2.550776119735501,194342.29644182321,3.28125e-08,0.1,12,2054-03
3303,0.0006376856601997324,2.5507426407989295,194339.74569918241,3.28125e-08,0.1,13,2054-04
3304,0.0006376772905754423,2.5507091623017693,194337.1949900201,3.28125e-08,0.1,13,2054-04
3305,0.0006376689210610035,2.550675684244014,194334.64431433586,3.28125e-08,0.1,13,2054-04
3306,0.0006376605516564145,2.550642206625658,194332.09367212924,3.28125e-08,0.1,13,2054-04
3307,0.0006376521823616741,2.5506087294466964,194329.5430633998,3.28125e-08,0.1,13,2054-04
3308,0.0006376438131767805,2.550575252707122,194326.99248814708,3.28125e-08,0.1,13,2054-04
3309,0.0006376354441017326,2.5505417764069302,194324.44194637067,3.28125e-08,0.1,13,2054-04
3310,0.0006376270751365287,2.550508300546115,194321.89143807013,3.28125e-08,0.1,13,2054-04
3311,0.0006376187062811676,2.5504748251246703,194319.34096324502,3.28125e-08,0.1,13,2054-04
3312,0.0006376103375356477,2.5504413501425907,194316.79052189487,3.28125e-08,0.1,13,2054-04
3313,0.0006376019688999675,2.5504078755998703,194314.24011401928,3.28125e-08,0.1,13,2054-04
3314,0.0006375936003741257,2.550374401496503,194311.68973961778,3.28125e-08,0.1,13,2054-04
3315,0.0006375852319581208,2.550340927832483,194309.13939868993,3.28125e-08,0.1,13,2054-04
3316,0.0006375768636519513,2.5503074546078053,194306.58909123534,3.28125e-08,0.1,13,2054-05
3317,0.0006375684954556159,2.5502739818224636,194304.03881725352,3.28125e-08,0.1,13,2054-05
3318,0.0006375601273691131,2.550240509476452,194301.48857674404,3.28125e-08,0.1,13,2054-05
3319,0.0006375517593924414,2.5502070375697654,194298.93836970648,3.28125e-08,0.1,13,2054-05
3320,0.0006375433915255993,2.5501735661023974,194296.38819614038,3.28125e-08,0.1,13,2054-05
3321,0.0006375350237685856,2.5501400950743425,194293.8380560453,3.28125e-08,0.1,13,2054-05
3322,0.0006375266561213987,2.5501066244855948,194291.2879494208,3.28125e-08,0.1,13,2054-05
3323,0.000637518288584037,2.550073154336148,194288.73787626647,3.28125e-08,0.1,13,2054-05
3324,0.0006375099211564994,2.5500396846259976,194286.18783658184,3.28125e-08,0.1,13,2054-05
3325,0.0006375015538387841,2.5500062153551366,194283.6378303665,3.28125e-08,0.1,13,2054-05
3326,0.00063749318663089,2.54997274652356,194281.08785761998,3.28125e-08,0.1,13,2054-05
3327,0.0006374848195328155,2.549939278131262,194278.53791834184,3.28125e-08,0.1,13,2054-05
3328,0.0006374764525445592,2.549905810178237,194275.98801253166,3.28125e-08,0.1,13,2054-05
3329,0.001127828151563134,4.511312606252536,194271.4766999254,3.28125e-08,0.17692307692307688,12,2054-06
3330,0.0011278019620921146,4.511207848368459,194266.96549207703,3.28125e-08,0.17692307692307688,12,2054-06
3331,0.0011277757732292449,4.511103092916979,194262.4543889841,3.28125e-08,0.17692307692307688,12,2054-06
3332,0.0011277495849745106,4.510998339898043,194257.9433906442,3.28125e-08,0.17692307692307688,12,2054-06
3333,0.001127723397327898,4.510893589311592,194253.4324970549,3.28125e-08,0.17692307692307688,12,2054-06
3334,0.0011276972102893927,4.510788841157571,194248.92170821375,3.28125e-08,0.17692307692307688,12,2054-06
3335,0.0011276710238589808,4.5106840954359235,194244.4110241183,3.28125e-08,0.17692307692307688,12,2054-06
3336,0.001127644838036648,4.510579352146592,194239.90044476616,3.28125e-08,0.17692307692307688,12,2054-06
3337,0.00112761865282238,4.510474611289521,194235.38997015488,3.28125e-08,0.17692307692307688,12,2054-06
3338,0.001127592468216163,4.510369872864652,194230.879600282,3.28125e-08,0.17692307692307688,12,2054-06
3339,0.001127566284217983,4.510265136871932,194226.36933514514,3.28125e-08,0.17692307692307688,12,2054-06
3340,0.0011275401008278255,4.510160403311302,194221.85917474184,3.28125e-08,0.17692307692307688,12,2054-06
3341,0.001617737360674231,6.4709494426969245,194215.38822529913,3.28125e-08,0.2538461538461537,12,2054-07
3342,0.00161768346202082,6.47073384808328,194208.91749145105,3.28125e-08,0.2538461538461537,12,2054-07
3343,0.0016176295651631671,6.4705182606526686,194202.4469731904,3.28125e-08,0.2538461538461537,12,2054-07
3344,0.0016175756701012126,6.47030268040485,194195.97667051002,3.28125e-08,0.2538461538461537,12,2054-07
3345,0.0016175217768348961,6.470087107339585,194189.5065834027,3.28125e-08,0.2538461538461537,12,2054-07
3346,0.0016174678853641585,6.469871541456635,194183.03671186123,3.28125e-08,0.2538461538461537,12,2054-07
3347,0.0016174139956889393,6.469655982755757,194176.5670558785,3.28125e-08,0.2538461538461537,12,2054-07
3348,0.0016173601078091793,6.469440431236717,194170.09761544724,3.28125e-08,0.2538461538461537,12,2054-07
3349,0.001617306221724818,6.469224886899272,194163.62839056033,3.28125e-08,0.2538461538461537,12,2054-07
3350,0.0016172523374357961,6.469009349743184,194157.1593812106,3.28125e-08,0.2538461538461537,12,2054-07
3351,0.0016171984549420537,6.468793819768215,194150.69058739083,3.28125e-08,0.2538461538461537,12,2054-07
3352,0.0016171445742435308,6.4685782969741235,194144.22200909385,3.28125e-08,0.2538461538461537,12,2054-07
3353,0.002147953802396284,8.591815209585137,194135.63019388425,3.28125e-08,0.3371794871794871,11,2054-08
3354,0.002147858745113827,8.591434980455308,194127.0387589038,3.28125e-08,0.3371794871794871,11,2054-08
3355,0.0021477636920381117,8.591054768152446,194118.44770413564,3.28125e-08,0.3371794871794871,11,2054-08
3356,0.002147668643168952,8.590674572675807,194109.85702956296,3.28125e-08,0.3371794871794871,11,2054-08
3357,0.0021475735985061616,8.590294394024646,194101.26673516893,3.28125e-08,0.3371794871794871,11,2054-08
3358,0.0021474785580495545,8.589914232198218,194092.67682093673,3.28125e-08,0.3371794871794871,11,2054-08
3359,0.0021473835217989444,8.589534087195778,194084.08728684954,3.28125e-08,0.3371794871794871,11,2054-08
3360,0.002147288489754146,8.589153959016583,194075.49813289053,3.28125e-08,0.3371794871794871,11,2054-08
3361,0.002147193461914972,8.588773847659887,194066.90935904285,3.28125e-08,0.3371794871794871,11,2054-08
3362,0.0021470984382812365,8.588393753124945,194058.32096528972,3.28125e-08,0.3371794871794871,11,2054-08
3363,0.002147003418852754,8.588013675411016,194049.7329516143,3.28125e-08,0.3371794871794871,11,2054-08
3364,0.0032081178807084783,12.832471522833913,194036.90048009148,3.28125e-08,0.5038461538461537,10,2054-09
3365,0.003207905728489973,12.831622913959892,194024.06885717754,3.28125e-08,0.5038461538461537,10,2054-09
3366,0.003207693590301053,12.830774361204211,194011.23808281633,3.28125e-08,0.5038461538461537,10,2054-09
3367,0.0032074814661407903,12.829925864563162,193998.40815695177,3.28125e-08,0.5038461538461537,10,2054-09
3368,0.003207269356008258,12.829077424033033,193985.57907952773,3.28125e-08,0.5038461538461537,10,2054-09
3369,0.0032070572599025276,12.828229039610111,193972.7508504881,3.28125e-08,0.5038461538461537,10,2054-09
3370,0.003206845177822672,12.827380711290687,193959.9234697768,3.28125e-08,0.5038461538461537,10,2054-09
3371,0.0032066331097677634,12.826532439071054,193947.09693733774,3.28125e-08,0.5038461538461537,10,2054-09
3372,0.003206421055736875,12.8256842229475,193934.2712531148,3.28125e-08,0.5038461538461537,10,2054-09
3373,0.0032062090157290784,12.824836062916313,193921.4464170519,3.28125e-08,0.5038461538461537,10,2054-09
3374,0.003205996989743447,12.823987958973788,193908.6224290929,3.28125e-08,0.5038461538461537,11,2054-10
3375,0.0032057849777790528,12.823139911116211,193895.7992891818,3.28125e-08,0.5038461538461537,11,2054-10
3376,0.0032055729798349695,12.822291919339879,193882.97699726245,3.28125e-08,0.5038461538461537,11,2054-10
3377,0.0032053609959102696,12.821443983641078,193870.1555532788,3.28125e-08,0.5038461538461537,11,2054-10
3378,0.0032051490260040253,12.8205961040161,193857.33495717478,3.28125e-08,0.5038461538461537,11,2054-10
3379,0.00320493707011531,12.81974828046124,193844.51520889433,3.28125e-08,0.5038461538461537,11,2054-10
3380,0.0032047251282431976,12.81890051297279,193831.69630838136,3.28125e-08,0.5038461538461537,11,2054-10
3381,0.0032045132003867605,12.818052801547042,193818.87825557982,3.28125e-08,0.5038461538461537,11,2054-10
3382,0.0032043012865450716,12.817205146180287,193806.06105043364,3.28125e-08,0.5038461538461537,11,2054-10
3383,0.003204089386717204,12.816357546868817,193793.24469288677,3.28125e-08,0.5038461538461537,11,2054-10
3384,0.0032038775009022315,12.815510003608926,193780.42918288318,3.28125e-08,0.5038461538461537,11,2054-10
3385,0.003203665629099227,12.81466251639691,193767.61452036677,3.28125e-08,0.5038461538461537,10,2054-11
3386,0.0032034537713072644,12.813815085229058,193754.80070528155,3.28125e-08,0.5038461538461537,10,2054-11
3387,0.0032032419275254166,12.812967710101667,193741.98773757144,3.28125e-08,0.5038461538461537,10,2054-11
3388,0.0032030300977527572,12.812120391011028,193729.17561718044,3.28125e-08,0.5038461538461537,10,2054-11
3389,0.0032028182819883607,12.811273127953443,193716.3643440525,3.28125e-08,0.5038461538461537,10,2054-11
3390,0.0032026064802313,12.8104259209252,193703.55391813157,3.28125e-08,0.5038461538461537,10,2054-11
3391,0.0032023946924806474,12.80957876992259,193690.74433936164,3.28125e-08,0.5038461538461537,10,2054-11
3392,0.003202182918735479,12.808731674941916,193677.9356076867,3.28125e-08,0.5038461538461537,10,2054-11
3393,0.0032019711589948673,12.80788463597947,193665.1277230507,3.28125e-08,0.5038461538461537,10,2054-11
3394,0.0032017594132578864,12.807037653031546,193652.3206853977,3.28125e-08,0.5038461538461537,10,2054-11
3395,0.002623891611297283,10.495566445189132,193641.8251189525,3.28125e-08,0.4129370629370629,12,2054-12
3396,0.0026237494016472574,10.49499760658903,193631.3301213459,3.28125e-08,0.4129370629370629,12,2054-12
3397,0.0026236071997047085,10.494428798818834,193620.8356925471,3.28125e-08,0.4129370629370629,12,2054-12
3398,0.0026234650054692194,10.493860021876877,193610.3418325252,3.28125e-08,0.4129370629370629,12,2054-12
3399,0.0026233228189403717,10.493291275761486,193599.84854124946,3.28125e-08,0.4129370629370629,12,2054-12
3400,0.0026231806401177484,10.492722560470995,193589.355818689,3.28125e-08,0.4129370629370629,12,2054-12
3401,0.0026230384690009313,10.492153876003725,193578.863664813,3.28125e-08,0.4129370629370629,12,2054-12
3402,0.002622896305589503,10.491585222358012,193568.37207959063,3.28125e-08,0.4129370629370629,12,2054-12
3403,0.0026227541498830454,10.491016599532182,193557.8810629911,3.28125e-08,0.4129370629370629,12,2054-12
3404,0.0026226120018811414,10.490448007524565,193547.39061498357,3.28125e-08,0.4129370629370629,12,2054-12
3405,0.0026224698615833733,10.489879446333493,193536.90073553723,3.28125e-08,0.4129370629370629,12,2054-12
3406,0.0026223277289893236,10.489310915957294,193526.41142462127,3.28125e-08,0.4129370629370629,12,2054-12
3407,0.000717159991637459,2.868639966549836,193523.5427846547,3.28125e-08,0.11293706293706285,13,2055-01
3408,0.0007171493611824256,2.8685974447297022,193520.67418720998,3.28125e-08,0.11293706293706285,13,2055-01
3409,0.0007171387308849673,2.8685549235398695,193517.80563228644,3.28125e-08,0.11293706293706285,13,2055-01
3410,0.0007171281007450818,2.8685124029803273,193514.93711988346,3.28125e-08,0.11293706293706285,13,2055-01
3411,0.0007171174707627668,2.8684698830510675,193512.0686500004,3.28125e-08,0.11293706293706285,13,2055-01
3412,0.0007171068409380199,2.8684273637520796,193509.20022263666,3.28125e-08,0.11293706293706285,13,2055-01
3413,0.0007170962112708388,2.868384845083355,193506.33183779157,3.28125e-08,0.11293706293706285,13,2055-01
3414,0.000717085581761221,2.8683423270448842,193503.46349546453,3.28125e-08,0.11293706293706285,13,2055-01
3415,0.0007170749524091646,2.8682998096366585,193500.5951956549,3.28125e-08,0.11293706293706285,13,2055-01
3416,0.0007170643232146667,2.868257292858667,193497.72693836203,3.28125e-08,0.11293706293706285,13,2055-01
3417,0.0007170536941777253,2.8682147767109014,193494.85872358532,3.28125e-08,0.11293706293706285,13,2055-01
3418,0.000717043065298338,2.8681722611933522,193491.99055132412,3.28125e-08,0.11293706293706285,13,2055-01
3419,0.0007170324365765026,2.8681297463060105,193489.1224215778,3.28125e-08,0.11293706293706285,13,2055-01
3420,0.0007170218080122166,2.8680872320488664,193486.25433434575,3.28125e-08,0.11293706293706285,12,2055-02
3421,0.0007170111796054776,2.86804471842191,193483.38628962732,3.28125e-08,0.11293706293706285,12,2055-02
3422,0.0007170005513562833,2.868002205425133,193480.5182874219,3.28125e-08,0.11293706293706285,12,2055-02
3423,0.0007169899232646316,2.8679596930585265,193477.65032772886,3.28125e-08,0.11293706293706285,12,2055-02
3424,0.0007169792953305199,2.8679171813220794,193474.78241054754,3.28125e-08,0.11293706293706285,12,2055-02
3425,0.000716968667553946,2.8678746702157842,193471.91453587732,3.28125e-08,0.11293706293706285,12,2055-02
3426,0.0007169580399349076,2.8678321597396303,193469.04670371758,3.28125e-08,0.11293706293706285,12,2055-02
3427,0.0007169474124734021,2.8677896498936084,193466.17891406768,3.28125e-08,0.11293706293706285,12,2055-02
3428,0.0007169367851694274,2.8677471406777095,193463.31116692701,3.28125e-08,0.11293706293706285,12,2055-02
3429,0.0007169261580229812,2.867704632091925,193460.44346229493,3.28125e-08,0.11293706293706285,12,2055-02
3430,0.0007169155310340611,2.867662124136244,193457.5758001708,3.28125e-08,0.11293706293706285,12,2055-02
3431,0.0007169049042026647,2.8676196168106585,193454.70818055398,3.28125e-08,0.11293706293706285,12,2055-02
3432,0.0007168942775287896,2.8675771101151586,193451.84060344385,3.28125e-08,0.11293706293706285,13,2055-03
3433,0.0007168836510124336,2.8675346040497343,193448.9730688398,3.28125e-08,0.11293706293706285,13,2055-03
3434,0.0007168730246535945,2.867492098614378,193446.1055767412,3.28125e-08,0.11293706293706285,13,2055-03
3435,0.0007168623984522696,2.8674495938090785,193443.23812714737,3.28125e-08,0.11293706293706285,13,2055-03
3436,0.0007168517724084569,2.8674070896338275,193440.37072005775,3.28125e-08,0.11293706293706285,13,2055-03
3437,0.000716841146522154,2.8673645860886157,193437.50335547165,3.28125e-08,0.11293706293706285,13,2055-03
3438,0.0007168305207933583,2.867322083173433,193434.63603338847,3.28125e-08,0.11293706293706285,13,2055-03
3439,0.0007168198952220677,2.867279580888271,193431.76875380758,3.28125e-08,0.11293706293706285,13,2055-03
3440,0.00071680926980828,2.86723707923312,193428.90151672837,3.28125e-08,0.11293706293706285,13,2055-03
3441,0.0007167986445519927,2.867194578207971,193426.03432215017,3.28125e-08,0.11293706293706285,13,2055-03
3442,0.0007167880194532034,2.8671520778128134,193423.16717007235,3.28125e-08,0.11293706293706285,13,2055-03
3443,0.0007167773945119097,2.8671095780476388,193420.3000604943,3.28125e-08,0.11293706293706285,13,2055-03
3444,0.0007167667697281096,2.8670670789124384,193417.4329934154,3.28125e-08,0.11293706293706285,13,2055-03
3445,0.0007167561451018004,2.8670245804072017,193414.565968835,3.28125e-08,0.11293706293706285,12,2055-04
3446,0.0007167455206329801,2.86698208253192,193411.69898675245,3.28125e-08,0.11293706293706285,12,2055-04
3447,0.000716734896321646,2.866939585286584,193408.83204716718,3.28125e-08,0.11293706293706285,12,2055-04
3448,0.0007167242721677961,2.8668970886711844,193405.9651500785,3.28125e-08,0.11293706293706285,12,2055-04
3449,0.0007167136481714277,2.8668545926857107,193403.0982954858,3.28125e-08,0.11293706293706285,12,2055-04
3450,0.0007167030243325388,2.866812097330155,193400.2314833885,3.28125e-08,0.11293706293706285,12,2055-04
3451,0.0007166924006511271,2.866769602604508,193397.36471378588,3.28125e-08,0.11293706293706285,12,2055-04
3452,0.0007166817771271899,2.86672710850876,193394.49798667736,3.28125e-08,0.11293706293706285,12,2055-04
3453,0.0007166711537607253,2.8666846150429013,193391.63130206233,3.28125e-08,0.11293706293706285,12,2055-04
3454,0.0007166605305517306,2.8666421222069225,193388.76465994012,3.28125e-08,0.11293706293706285,12,2055-04
3455,0.0007166499075002036,2.8665996300008145,193385.8980603101,3.28125e-08,0.11293706293706285,12,2055-04
3456,0.000716639284606142,2.866557138424568,193383.0315031717,3.28125e-08,0.11293706293706285,12,2055-04
3457,0.0012047348711924524,4.8189394847698095,193378.21256368692,3.28125e-08,0.18986013986013972,12,2055-05
3458,0.0012047048502314905,4.818819400925962,193373.393744286,3.28125e-08,0.18986013986013972,12,2055-05
3459,0.001204674830018625,4.8186993200745,193368.57504496592,3.28125e-08,0.18986013986013972,12,2055-05
3460,0.0012046448105538377,4.818579242215351,193363.7564657237,3.28125e-08,0.18986013986013972,12,2055-05
3461,0.0012046147918371097,4.818459167348439,193358.93800655636,3.28125e-08,0.18986013986013972,12,2055-05
3462,0.0012045847738684225,4.81833909547369,193354.11966746088,3.28125e-08,0.18986013986013972,12,2055-05
3463,0.001204554756647757,4.818219026591028,193349.3014484343,3.28125e-08,0.18986013986013972,12,2055-05
3464,0.0012045247401750953,4.8180989607003815,193344.4833494736,3.28125e-08,0.18986013986013972,12,2055-05
3465,0.0012044947244504182,4.817978897801673,193339.6653705758,3.28125e-08,0.18986013986013972,12,2055-05
3466,0.0012044647094737074,4.817858837894829,193334.8475117379,3.28125e-08,0.18986013986013972,12,2055-05
3467,0.001204434695244944,4.817738780979776,193330.0297729569,3.28125e-08,0.18986013986013972,12,2055-05
3468,0.0012044046817641094,4.817618727056438,193325.21215422987,3.28125e-08,0.18986013986013972,12,2055-05
3469,0.0012043746690311853,4.817498676124742,193320.39465555374,3.28125e-08,0.18986013986013972,12,2055-06
3470,0.0012043446570461525,4.81737862818461,193315.57727692556,3.28125e-08,0.18986013986013972,12,2055-06
3471,0.0012043146458089928,4.817258583235971,193310.76001834232,3.28125e-08,0.18986013986013972,12,2055-06
3472,0.0012042846353196874,4.81713854127875,193305.94287980103,3.28125e-08,0.18986013986013972,12,2055-06
3473,0.0012042546255782176,4.81701850231287,193301.12586129873,3.28125e-08,0.18986013986013972,12,2055-06
3474,0.001204224616584565,4.81689846633826,193296.30896283238,3.28125e-08,0.18986013986013972,12,2055-06
3475,0.0012041946083387106,4.816778433354842,193291.49218439902,3.28125e-08,0.18986013986013972,12,2055-06
3476,0.001204164600840636,4.816658403362544,193286.67552599564,3.28125e-08,0.18986013986013972,12,2055-06
3477,0.0012041345940903227,4.816538376361291,193281.8589876193,3.28125e-08,0.18986013986013972,12,2055-06
3478,0.0012041045880877518,4.816418352351008,193277.04256926692,3.28125e-08,0.18986013986013972,12,2055-06
3479,0.0012040745828329048,4.81629833133162,193272.2262709356,3.28125e-08,0.18986013986013972,12,2055-06
3480,0.0012040445783257632,4.816178313303053,193267.41009262227,3.28125e-08,0.18986013986013972,12,2055-06
3481,0.001204014574566308,4.816058298265232,193262.59403432402,3.28125e-08,0.18986013986013972,12,2055-07
3482,0.001203984571554521,4.815938286218084,193257.7780960378,3.28125e-08,0.18986013986013972,12,2055-07
3483,0.001203954569290383,4.815818277161532,193252.96227776064,3.28125e-08,0.18986013986013972,12,2055-07
3484,0.001203924567773876,4.815698271095504,193248.14657948955,3.28125e-08,0.18986013986013972,12,2055-07
3485,0.0012038945670049812,4.815578268019925,193243.33100122152,3.28125e-08,0.18986013986013972,12,2055-07
3486,0.0012038645669836796,4.815458267934718,193238.5155429536,3.28125e-08,0.18986013986013972,12,2055-07
3487,0.001203834567709953,4.8153382708398125,193233.70020468277,3.28125e-08,0.18986013986013972,12,2055-07
3488,0.0012038045691837827,4.815218276735131,193228.88498640605,3.28125e-08,0.18986013986013972,12,2055-07
3489,0.0012037745714051499,4.8150982856206,193224.06988812043,3.28125e-08,0.18986013986013972,12,2055-07
3490,0.001203744574374036,4.814978297496144,193219.25490982292,3.28125e-08,0.18986013986013972,12,2055-07
3491,0.0012037145780904224,4.8148583123616895,193214.44005151055,3.28125e-08,0.18986013986013972,12,2055-07
3492,0.0012036845825542904,4.814738330217161,193209.62531318032,3.28125e-08,0.18986013986013972,12,2055-07
3493,0.002260269726197076,9.041078904788304,193200.58423427553,3.28125e-08,0.35652680652680635,10,2055-08
3494,0.0022601639588114837,9.040655835245936,193191.5435784403,3.28125e-08,0.35652680652680635,10,2055-08
3495,0.0022600581963751853,9.040232785500741,193182.50334565478,3.28125e-08,0.35652680652680635,10,2055-08
3496,0.00225995243888795,9.039809755551799,193173.46353589924,3.28125e-08,0.35652680652680635,10,2055-08
3497,0.0022598466863495456,9.039386745398183,193164.42414915384,3.28125e-08,0.35652680652680635,10,2055-08
3498,0.00225974093875974,9.03896375503896,193155.3851853988,3.28125e-08,0.35652680652680635,10,2055-08
3499,0.002259635196118303,9.038540784473211,193146.34664461433,3.28125e-08,0.35652680652680635,10,2055-08
3500,0.002259529458425002,9.038117833700008,193137.30852678063,3.28125e-08,0.35652680652680635,10,2055-08
3501,0.0022594237256796062,9.037694902718425,193128.27083187792,3.28125e-08,0.35652680652680635,10,2055-08
3502,0.0022593179978818833,9.037271991527533,193119.2335598864,3.28125e-08,0.35652680652680635,10,2055-08
3503,0.0043714538920928605,17.485815568371443,193101.74774431804,3.28125e-08,0.6898601398601397,8,2055-09
3504,0.0043710580825449775,17.48423233017991,193084.26351198787,3.28125e-08,0.6898601398601397,8,2055-09
3505,0.004370662308835331,17.482649235341327,193066.78086275252,3.28125e-08,0.6898601398601397,8,2055-09
3506,0.0043702665709606766,17.481066283842708,193049.29979646867,3.28125e-08,0.6898601398601397,8,2055-09
3507,0.004369870868917768,17.479483475671074,193031.820312993,3.28125e-08,0.6898601398601397,8,2055-09
3508,0.004369475202703363,17.477900810813452,193014.3424121822,3.28125e-08,0.6898601398601397,8,2055-09
3509,0.004369079572314217,17.47631828925687,192996.86609389292,3.28125e-08,0.6898601398601397,8,2055-09
3510,0.004368683977747085,17.47473591098834,192979.39135798195,3.28125e-08,0.6898601398601397,8,2055-09
3511,0.004368288418998723,17.473153675994894,192961.91820430596,3.28125e-08,0.6898601398601397,10,2055-10
3512,0.004367892896065891,17.471571584263565,192944.4466327217,3.28125e-08,0.6898601398601397,10,2055-10
3513,0.0043674974089453426,17.46998963578137,192926.97664308592,3.28125e-08,0.6898601398601397,10,2055-10
3514,0.004367101957633838,17.46840783053535,192909.50823525537,3.28125e-08,0.6898601398601397,10,2055-10
3515,0.004366706542128133,17.466826168512533,192892.04140908687,3.28125e-08,0.6898601398601397,10,2055-10
3516,0.004366311162424986,17.465244649699944,192874.57616443717,3.28125e-08,0.6898601398601397,10,2055-10
3517,0.004365915818521156,17.463663274084624,192857.1125011631,3.28125e-08,0.6898601398601397,10,2055-10
3518,0.0043655205104134,17.462082041653602,192839.65041912143,3.28125e-08,0.6898601398601397,10,2055-10
3519,0.0043651252380984785,17.460500952393915,192822.18991816905,3.28125e-08,0.6898601398601397,10,2055-10
3520,0.004364730001573151,17.458920006292605,192804.73099816276,3.28125e-08,0.6898601398601397,10,2055-10
3521,0.00199193283738022,7.9677313495208795,192796.76326681324,3.28125e-08,0.3148601398601397,11,2055-11
3522,0.0019918505199721754,7.967402079888702,192788.79586473334,3.28125e-08,0.3148601398601397,11,2055-11
3523,0.0019917682059659297,7.9670728238637185,192780.82879190947,3.28125e-08,0.3148601398601397,11,2055-11
3524,0.0019916858953613428,7.966743581445371,192772.86204832804,3.28125e-08,0.3148601398601397,11,2055-11
3525,0.001991603588158274,7.966414352633096,192764.8956339754,3.28125e-08,0.3148601398601397,11,2055-11
3526,0.001991521284356583,7.966085137426332,192756.92954883797,3.28125e-08,0.3148601398601397,11,2055-11
3527,0.0019914389839561287,7.9657559358245145,192748.96379290216,3.28125e-08,0.3148601398601397,11,2055-11
3528,0.0019913566869567715,7.965426747827086,192740.99836615432,3.28125e-08,0.3148601398601397,11,2055-11
3529,0.0019912743933583692,7.965097573433477,192733.03326858088,3.28125e-08,0.3148601398601397,11,2055-11
3530,0.001991192103160783,7.964768412643132,192725.06850016824,3.28125e-08,0.3148601398601397,11,2055-11
3531,0.001991109816363871,7.964439265455484,192717.10406090278,3.28125e-08,0.3148601398601397,11,2055-11
3532,0.0019910275329674933,7.964110131869973,192709.1399507709,3.28125e-08,0.3148601398601397,10,2055-12
3533,0.0019909452529715097,7.963781011886039,192701.17616975904,3.28125e-08,0.3148601398601397,10,2055-12
3534,0.001990862976375779,7.963451905503117,192693.21271785354,3.28125e-08,0.3148601398601397,10,2055-12
3535,0.0019907807031801614,7.963122812720646,192685.24959504083,3.28125e-08,0.3148601398601397,10,2055-12
3536,0.0019906984333845157,7.962793733538063,192677.2868013073,3.28125e-08,0.3148601398601397,10,2055-12
3537,0.0019906161669887017,7.962464667954807,192669.32433663934,3.28125e-08,0.3148601398601397,10,2055-12
3538,0.0019905339039925788,7.962135615970315,192661.36220102338,3.28125e-08,0.3148601398601397,10,2055-12
3539,0.0019904516443960065,7.961806577584026,192653.4003944458,3.28125e-08,0.3148601398601397,10,2055-12
3540,0.0019903693881988447,7.961477552795379,192645.438916893,3.28125e-08,0.3148601398601397,10,2055-12
3541,0.0019902871354009525,7.9611485416038095,192637.4777683514,3.28125e-08,0.3148601398601397,10,2055-12
3542,0.0018570457029020986,7.428182811608394,192630.0495855398,1.640625e-08,0.5875874125874124,8,2056-01
3543,0.001856974094432498,7.427896377729992,192622.62168916207,1.640625e-08,0.5875874125874124,8,2056-01
3544,0.001856902488724151,7.427609954896604,192615.19407920717,1.640625e-08,0.5875874125874124,8,2056-01
3545,0.00185683088577695,7.4273235431078,192607.76675566405,1.640625e-08,0.5875874125874124,8,2056-01
3546,0.0018567592855907888,7.427037142363155,192600.3397185217,1.640625e-08,0.5875874125874124,8,2056-01
3547,0.0018566876881655613,7.426750752662246,192592.91296776902,1.640625e-08,0.5875874125874124,8,2056-01
3548,0.001856616093501161,7.426464374004644,192585.48650339502,1.640625e-08,0.5875874125874124,8,2056-01
3549,0.0018565445015974811,7.426178006389924,192578.06032538862,1.640625e-08,0.5875874125874124,8,2056-01
3550,0.0028043180531184377,11.21727221247375,192566.84305317616,1.640625e-08,0.8875874125874125,7,2056-02
3551,0.0028041547074137453,11.216618829654982,192555.6264343465,1.640625e-08,0.8875874125874125,7,2056-02
3552,0.002803991371223601,11.215965484894404,192544.4104688616,1.640625e-08,0.8875874125874125,7,2056-02
3553,0.0028038280445474508,11.215312178189803,192533.19515668342,1.640625e-08,0.8875874125874125,7,2056-02
3554,0.00280366472738474,11.21465890953896,192521.98049777388,1.640625e-08,0.8875874125874125,7,2056-02
3555,0.002803501419734915,11.21400567893966,192510.76649209493,1.640625e-08,0.8875874125874125,7,2056-02
3556,0.0028033381215974216,11.213352486389686,192499.55313960853,1.640625e-08,0.8875874125874125,7,2056-02
3557,0.003158195793696702,12.632783174786809,192486.92035643375,1.640625e-08,1.0,7,2056-03
3558,0.003157988537097741,12.631954148390964,192474.28840228537,1.640625e-08,1.0,7,2056-03
